Tweet,Polarity
"""@eomoan @ChiemenaS @MaziNnamdiKanu @MBuhari Dont act smart man! What's your prove he Is a fellow brother? Having an Igbo name or putting the mazi title is not a certificate to be a Biafran. In IPOB there are platforms where such questions are channeled, not on Mazi Nnamdi Kanus post, who is he expecting to answer him?""",0
"Ganduje and Elrufia are fighting not for almajiri but for political interest,sanusi dethronment and APC different camps. https://t.co/d93QoNiRNN",0
"@Shamsu_kwaire @MaziNnamdiKanu Almajiri will never buy sense. Corona virus manufacturers, illiterate dirty foolanis",0
@daily_trust Abeg help me tell dem some of the governors lied about almajiri....,0
"""@BorisJohnson DO YOU ALSO HAVE A HOLE ON THE NECK LIKE JUBRIL FROM SUDAN PARADING HIMSELF AS DEAD BUHARI AND WHY HAVEN'T YOU SAID ANYTHING ABOUT THE FAILED ZOO CALLED NIGERIA? WHY DO YOU CHOSE TO COVER EVIL AND KILLINGS OF CHRISTIANS BY HAUSA FULANI IN THE EASTERN PART OF NIGERIA (ZOO)""",1
"""In 2019, Pres. @MBuhari opened again, the Almajiri Conversation. He pointed to the constitutional nature of education &amp; laid the responsibility for d education of the Almajiris, on State Govts\n\nToday, Northern Governors are taking up their responsibilities for Nigeria's Almajiris https://t.co/B33g8onaWM""",0
@SusanMount45 Thanks for bringing to light the jihadist bokoharam sharia regime of the zoo called nigeria to American public,1
"In IPOB we don\xe2\x80\x99t tell fairytales , any word from our supreme leader is ordained by Elohim. Get ready for the Balkanization of that entity called ZOO. Aso Rock is TOTALLY empty . Oduduwa, this is your time to take back what rightfully belongs to you KWARA State.",1
"@MaziNnamdiKanu @csmonitor @EUinNigeria @nassnigeria @USEmbassyAbuja @UKinNigeria @10DowningStreet @JohnCampbellcfr @StateDept @SilentNigeria @CFR_org Things May come to those who WAlT,but but only the  Things ieft by those who HUSTLE Abraham Lincoin,the cobal ruling Nigeria has no intention of leaving anything to you,You speak they arrest you fratest,they KILL YOU, Join #IPOB and HUSTLE for your freedom.",0
@CanAydin00 Thank u for sharing Can,0
"COVID-19: Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai,\xc2\xa0others https://t.co/Yxw3yC8LK1",0
"""Is it possible to create Vocational schools in Northern Nigeria to intertwine the Almajiri system? That way they don't become a nuisance but remain productive.\n\nYour Excellencies @GovUmarGanduje @ProfZulum @elrufai @AWTambuwal @SankaraJgh @Zamfara_state @kwaragovt @GovBauchi""",0
@MaziNnamdiKanu Bro when will you wake up and focus on more relevant issues! Buhari dead or alive will not change the bad government and the old corruption practice in Nigeria ! If you have a better plans outlined it and preach on it! This path is outdated and people are not buying it\xf0\x9f\x99\x8f,0
@ChidiOdinkalu Jion #IPOB fight for the freedom of your people. \n#SupportBiafraFreedom #SupportBiafraReferendum #FreeBiafra \nNow is the best and right time.,0
"Coronavirus: Governors Playing Politics With Almajiri \xe2\x80\x93 Ganduje Accuses El-rufai,\xc2\xa0Others https://t.co/82h0P7nbnZ",0
"""@renoomokri @MBuhari @GEJonathan Who says the clueless beggarly Almajiri ruler won't borrow more between now and 2023""",0
"""@AfamDeluxo Never! This guys need read the roles of old eastern Nigeria comprising of South East and South South. The roles of Margaret Ekpo, Philip Effiong and other ijaw leaders. I wonder why this IPOB guys are thinking it's igbo thing.""",0
@anu_707 @LadyVelvet_HFQ @anu_707 how this person is crimnal he advised you to get real information but he himself claiming wrongly that @asadowaisi did ....like...this stupid statement \nI am sure he @anu_707  is from RSS that always think how to mudere Muslims and Christians from India,0
@Omambala_Chuks All this biafraud are sick and Nnamdi Kanu is dead and his impostor is mentally sick...,0
"We\xe2\x80\x99ll see who\xe2\x80\x99s dumb in the end..\n\xe2\x80\x98Family Guy\xe2\x80\x99 Sexualizes Eucharist, Again Calls Christians \xe2\x80\x98Stupid\xe2\x80\x99 https://t.co/ECaFvP8v3G",0
What an unbelievable decision from almajiri to classroom.\nThe govt should empower the parents whom in turn properly cater for the almajiri in the class.\n@elrufai kindly think over.\nWishing the best for the state.\nPurely my opinion. https://t.co/Kd2Prccn4r,0
"""81 in Lagos ... One neural surgeon, Dr Demola just said that Nigeria don't even have the capacity to bury the dead.  Damn""",0
"""Sheikh Ibraheem Zakzaky offered solution to the 'ALMAJIRI' they refused to listen\n\n@GEJonathan built schools for ALMAJIRI They rejected it because of political and religious differences @MBuhari @NGRPresident @PressTV @SaharaReporters @daily_trust @DailyTimesNGR @vanguardngrnews https://t.co/OV0V5xxjOT""",0
"@DailyPostNGR So almajiri is now a politics thing, at least you guys used them to double your figure in elections, so you should be happy having them around you now. Nkan eni ki di meji kinu obi ni abi",0
"Kano accuses northern governors of  politicking with COVID-19, almajiri https://t.co/FBPF6w5AkJ",0
The zoo called #Nigeria has collapsed https://t.co/RZLvfikRvQ,1
@ObasiKennisOck @kwashiorkorking @GovWike Stupid people like you is why IPOB can never be.\n\nI can imagine your reaction if BUHARI was the one that did this.\n\nYou and your fellow charlatans would have been shouting up and down.\n\nGod have mercy.,0
@pigworker Clopidogrel sounds like bad poetry with a horse trot-like rhythm.,0
"""@Amaka_Ekwo @PaulOnwubiko The Zoo called Nigeria and their attitude/behavior towards it's citizens is a serious crime to the UN's ethics/rules. An eyesaw.""",1
"Nyesom Wike knows #AsoRockIsEmpty, that\xe2\x80\x99s why he\xe2\x80\x99s running mad \xf0\x9f\x98\xa1 in Rivers state. \n\nBoth Buhari and Kyari are dead, Aisha dare not talk to Wike. Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac is dying a slow death.",1
"\xe2\x80\x9cTake your ZOO, U call Nigeria\xf0\x9f\x87\xb3\xf0\x9f\x87\xac and get away from my face, I want to go home and live as a #BIAFRAN, a FREE MAN\xe2\x80\x9d.. ..Mazi Nnamdi Kanu\xc2\xa010/5/2020 https://t.co/OoQrZN9l1y",0
Should we reform or Proscribe the Almajiri/karatun tsangaya systems of Education in Northern Nigeria ?\n\nIs the Almajiri system same as Karatun Tsangaya?,0
@akunnachux Ralph uwazurike and massob that ipob pushed one side.... Nnamdi Kalu killed his career and relevance.... He is irrelevant....,0
"@TheRedmenTV Jon Arne ,Gerrard,Rush,Alonso,Sterling,Peter Thompson,Toshack",0
"@SERAPNigeria @NigeriaGov @GovWike @UN_SPExperts @UNHumanRights @AmnestyNigeria I don\xe2\x80\x99t support wrong doings from Wike but SERAP screaming the federal Govt must end the rascality in Rivers now, is it federal Govt that is known for human right violations, illegal arrest &amp; incarceration, unlawful arrest &amp; killing of unarmed protesters, Shiites &amp; IPOB members.",0
"Boko-boys released not quite long ago. MNK is vindicated by the present ongoings.\nNow, we must join IPOB, and support them. They have intel. \nLocal security should be organized and empowered immediately to work with IPOB, which directs.\n\nOur governors must detatch from their",0
"""@ACurrentAffair9 They're doing exactly the same what they do in India.. SCAM.\n\nGovt must look deeper into their bank account activity. They make money, transfer to RSS &amp; other #HindutvaTerrorist organizations in India which kill Christians &amp; Muslims. They're spreading #HindutvaTerrorism globally""",0
@deezahtol @akandeoj Yeah IPOB Greatest-Of-All-Time (GOAT). \n\nNot a Whore like you.,0
Every illegal commuter from the Northern part now na Almajiri ..... Na wao.... https://t.co/RKH35S9HYy,0
@daily_trust Ganduje spread d virus through Almajiri. Why taking Almajiris to other states now? Why not before? Why not after? He should be held resonsible,0
"""With what Aminu Bello Masari said, he isn't ready to leg go of the Almajiri system, because unlike yhw other governors in the north,  he isn't planning to send them back to their parents. Still setting up committees to put them in schools that he hasn't done anythin to improve.""",0
"COVID-19: Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai,\xc2\xa0others https://t.co/OUi6NzbkdT",0
@rentonhyt @ChurchofSatan It is amazing how stupid Christians are.,0
"This are the pure scientific facts that they want us to forget. Before the death of Abba Kyari, where was Aisha Buhari who is ruling Nigeria today? Because Nigeria is a country where every Nigerian is a almajiri, Fulani can do whatever they like &amp;get away with it.\n#AsoRockIsEmpty https://t.co/weKHQqqgPm",0
"""The days are fast proving #IPOB are becoming a rejected stone which has become the #chiefcornerstone Surely, you cannot go under when God has destined you to be up. Those that proscribed IPOB will eventually come to shelter under it. It's happening already @channelstv @aitonline""",0
@Almajiri_Salim Yes Sir.\xf0\x9f\x98\x81,0
"Aisha buhari is the new president of zoo call Nigeria,#TheZooHasFallen @MaziNnamdiKanu 10/5/2020 https://t.co/OzTI8Sv6y0",1
Pls where can I download the Godfather and Scarface wanna re-watch those movies...\n\n#Obio #Molly #StaySafe #MondayMotivation #Almajiri #justiceforjennifer,0
@channelstv This governor is not ready to tackle the Almajiri issue. \n\nHow he became a Speaker of the Nigerian House of Reps with primary 6 certificate beats my imagination.\n\nHe is a product of the Almajiri system and has too much sympathy for that inglorious system.\n\nI support El Rufai.,0
@MuazzamYakasai Get job before the so called jamb scorers do.,0
"COVID-19: Governors Playing Politics With Almajiri \xe2\x80\x93 Ganduje Accuses El-rufai,\xc2\xa0Others https://t.co/BxYiOnbzNc",0
"21. IPOB members insist say VP osinbajo don kick bucket.. \n22. People begin ask for him whereabouts. Na so Akande say make we ignore dem. Say VP dey alive dey flex.\n23. Liverpool say dem wan Buy Saka.. No be Saka for Nollywood oh, Bukayo Saka for Arsenal.",0
18. APC Group dey hail Buhari as per dem say e dey handle the yawa wey gas untop corona well\n19. Gov. Ortom say e no dey fear anybody na why e release Covid 19 admision list.\n20. Kwara police don turn Vandjik as dem intercept over 200 Almajiri pass from Katsina.,0
"3. Dem don tell Buhari govt make them go arrest the Indaboski Pahose Prophet Odumeje untop say na fake pastor.\n4. Indaboski say he is the fight and the war. Say make dem come, e ready for them\n5. Yoruba culture Wins as Oli Ekun and Agba join forces with John Boyega to totori us.",0
not only justice but also an intimate sense of ownership in our diverse nation of millions with stories that must never be forgotten.\nBIAFRA IS HERE!!!!!\n@MaziNnamdiKanu #IPOB \n#FreeBiafra \nSend us a dm today a get an eBook copy at affordable price https://t.co/66GFtsnsbD,0
"@Aisha buhari is the new president of the zoo called Nigeria,the zoo have fallen https://t.co/hXZ7jjt9EK",1
"""Uncle @gbengaaruleba has gotten angry on @AIT_Online Covid-19 watch. His mouth didn't spare the 'hypocritical' (as he put it) northern governors as regards Almajiri deportation. He said, now we know, no one dropped from Mars. They have homes, they have parents. This is a fact""",0
"""@MaziNnamdiKanu Same as you ..... You are a dead man , even your wife criticized IPOB spokeperson about you being dead so fuck off.    I'm not creamated , you are \xf0\x9f\x98\xa9\xf0\x9f\xa4\xa6\xf0\x9f\x99\x82""",0
"""FREEDOM to make MONEY Daily &amp; CONTROL over your TIME are some of the Benefits of Joining *BROADWAY MONEY* Forex Business Model. \n\nBecome a Partner today;\n\n*IT'S FREE !*\n\nIG: @broadwaymoney1\nFBK: @BroadwayMoney\nTWT: @BroadwayMoney\n\n#Nigeria #IPOB #StayAtHome #MadagascarCure https://t.co/OBSsnsaBWl""",0
"@ayosogunro Well we have different type of madness in Nigeria. Isn\xe2\x80\x99t it the Judiciary that justified PMB\xe2\x80\x99s executive order? Wike is probably acting on the premise that if the president can get away with it, he can. It\xe2\x80\x99s the Zoo we live in. https://t.co/LUP7KgyyKP",0
"Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai, others - COVID-19 - https://t.co/4diMK03iHX #Notice #Nigeria #Naija #News #bbnaija",0
@77ginikachi @Amaka_Ekwo @radiobiafralive @MaziNnamdiKanu @okafo_uche @cedoziemm Almajiri are small child\xe2\x80\x99s and teenagers not young adults,0
But why are northern leaders exporting almajiri to the west? We dont seem to understand https://t.co/sFy03AfRXd,0
"The Almajiri children who are already exposed to poor health conditions have the probability of contracting the #coronavirus, given their situation.",0
"Almajiri invasion, Southern &amp; Middle Belt leaders raise alarm by @vanguardngrnews and CBN Assesses funding request for Nigeria-made #COVID19 Vaccines by @THISDAYLIVE \n#rootsfm9jah newspaper review https://t.co/JDGK2eJ654",0
"""@MBuhari Your Excellency Sir,\nGood Morning Sir.  I have a living idea on THE NEXT FATE OF ALMAJIRI'S . I DON'T LIKE THE WAY THEY ARE BEING TREATED ACROSS THE PASSAGE OF THEIR LIFE.\n\nThanks Your Excellency and SINCERE RGDS.""",0
"""@KemiOlunloyo said,Southeast should brace up for Covid-19 upsurge, info came that Lots of Lorries carrying cows to the Southeast also carry Almajiri's under the cows! Someone tweets that the southeast should be watchful &amp; one agafu is calling the person hateful? Agafu,You're Mad!""",0
"Now on Naija Reports\nKano accuses northern governors of  politicking with COVID-19, almajiri\nhttps://t.co/wjbDF6FOA2",0
@MaziNnamdiKanu The Zoo fraud Nigeria has fallen! Biafra is leading!,1
"""@President_aboki @Strangelywhite You're the real foolish fool...""",0
"Now on Naija Reports\nKano accuses northern governors of  politicking with COVID-19, almajiri\nhttps://t.co/mXDdmEzizK",0
