,Tweet,Polarity
10749,christians intimidated crass abuse pastors amp churches online strong anti religion sentiments twitter nban churches say religion stupid say dirtiest places nigeria markets abbatoirs open amp thriving,0
10750,arne duncan trump missteps consequences beyond devastating people insist assistance military national guard homeland security mass murder,0
10751,thomas arne english composer,0
10752,wait alarming seeing yorubas taken baton ipob sense people overseas dying thousands u say remove presidents single death yet naija said buhari step,0
10753,insist going church building aware spread covid one making christians look stupid christians,0
10754,keep praying everyday things doesnt blow nigeria know dont even enough workers pick dead people streets talk enough hospital facilities ppe kits go round ndo stay safe please,0
10755,unlawful arrest delta ipob members course gun found repented boko haram free freedom unarmed families tag terrorists sir keep silent biafrans,1
10756,hahahaha stupid christians fuck,0
10757,quick answer without reading christians stupid move everyone wants endanger others part still math saying,0
10758,homework prepared rely gut hunch fmr education sec duncan says president trump handling covid pandemic,0
10759,tune tonight pm biafra time great ohamadike ones light need dissolve fraud colonialism reason land hitherto back,0
10760,say christians stupid mean,0
10761,pele tifunloran know pay pay pay payment people collected destroy nigeria yrs pdpigs,0
10762,guys insist making christians look stupid want people address issue attack people faith,0
10763,notice countries cases manageable large gathering orea church event wks later new cases uk lockdown time dead thing happening nigeria take seriously becomes serious,0
10764,sad nigerian corrupt ministers shiites lives sacred ipob lives sacred many killed borno sacred imported disease bought sacred brother brother minis,0
10765,actually photoshop even buhari wearing mask fake wearing face mask time even though even like man administration pix fake,0
10766,beginning see saw since ngood morning ndi yoruba ngod bless ipob famz ipobnorthwestuk able leader,0
10767,picture blew man blown,0
10768,biafran military occupation zoo nigeria terrorist army government reason world must understand come aid,1
10769,lagos explosion occurred abule ado bomb attack miyetti allah activist chief abule ado revealed claim made leader indigenous people biafra ipob nnamdi kanu post micro blogging site,0
10770,keep supporting evil small small changes making fulani terrorists apc government assure fulani herdsmen soon visit family understand,1
10771,christians stupid,2
10772,gospel truth listen radio fm facebook page,0
10773,worst case scenario corona spreads nigeria millions deaths people die homes nobody might know possible dead body streets private hospital shit food runs,0
10774,animals calling nigeria zoo italy us uk china rushing come back nigeria xbc nand coza members rushing pastor biodun instructions ncoro real people keep social distance,1
10775,africa beautiful lacking good leadership cause european colonisation masters ipob liberates entire africa mentality slavery must hail biafra independent tomorrow,0
10776,country violently harvests peoples organs jail put concentration camps muslims arrest jail christians lie lie lie country sucks sucked since mao,1
10777,powerful pastors nigeria prophesying president buhari never coming death would seen solution corona virus neven bible says npeople humbly call name answer thus says lord naren fake,0
10778,bit npaytm vijay shekhar sharma moved tears marriott president arne sorenson foregoes two months salary help paytm staff economic times,0
10779,arne duncan trump missteps consequences beyond devastating via,0
10780,many parties ibadan yesterday people carried like nothing happening someone told virus nigeria would dead kept partying even people know,0
10781,w ho hell charge national orientation agency noa nigeria dead daft country dire needs urgent massive sensitization education seen heard noa handle,0
10782,work zoo nation called nigeria nthey satisfy needs sake nigerians,1
10783,fear mutation virus pose risk creation vaccine however peculiar mess financially able carry lock stay home self isolate impossible,0
10784,support modi hatred muslims believe modi kill muslims amp christians make india hindutva rashtra,1
10785,cry cry ones kill deep know better christians better defiant traitors country accomplices mass death destruction,1
10786,god faithful nigeria far record dead thank jesus,0
10787,courageous courageous ngod bless ipob,0
10788,one looters huuunnm baboons monkeys everywhere zoo nigeria must fall,1
10789,cnn nigeria gej reported fake news demeaned jonathan come try nigeria buhari lucky donald trump grant audience let come nigeria waiting cnn reporters nigeria,0
10790,jews kill blood jesus christ christians see jews holders old contracts jews regard christians worshipers god non jews religious outlook,1
10791,would igbo women wicked short women evil saying wicked evil oh igbo short,0
10792,thanks lgbo biafra sister good speak also message sure boko also herdsmen biafra msut free zoo nigeria killings mbuhari gov zoo,1
10793,lessons leadership marriott ceo arne sorenson honest heartfelt forthcoming true hospitality made absolute must watch,0
10794,self iso work nigeria unless niggas start drop dead streets,0
10795,italians rome kild amp massacrd milions christians including jews ncorona yet reachd bt lets wait god revenge npontius pilate wh roman authority israel orderd kill jesus christ nherode italian figure israel beheadd john th baptist netc,0
